# Omega_m sigma_8 chi2 weight
2.164940354339467965e-01 8.551644878173867426e-01 1.108578520291484182e+00 1.000000000000000000e+00
2.226966457904455132e-01 8.439825621454626337e-01 1.398325372610778272e+00 1.000000000000000000e+00
2.243081736693565142e-01 8.510571472205137322e-01 1.480824870917018643e+00 1.000000000000000000e+00
2.287531929476498138e-01 8.555278816624466431e-01 2.029597166824835597e+00 1.000000000000000000e+00
2.276556018504647672e-01 8.496399720788860854e-01 1.928399613015779224e+00 1.000000000000000000e+00
2.232495703558812217e-01 8.599752550099558634e-01 1.607865185322430612e+00 1.000000000000000000e+00
2.146879914451915172e-01 8.667057719423679751e-01 2.252033025894111251e+00 1.000000000000000000e+00
2.195775141998280722e-01 8.657963605869826162e-01 1.934966677018843173e+00 1.000000000000000000e+00
2.266854696199287755e-01 8.697132697785758815e-01 2.469357014231543079e+00 2.000000000000000000e+00
2.299155410738257244e-01 8.600302336377252388e-01 2.237824659780276448e+00 2.000000000000000000e+00
2.269128012639863023e-01 8.648006625142409254e-01 2.126123609342589038e+00 1.000000000000000000e+00
2.267729963684879391e-01 8.598873429468671947e-01 1.883486997464351109e+00 2.000000000000000000e+00
2.357382677870569487e-01 8.542238664433980944e-01 3.181550298979821001e+00 1.000000000000000000e+00
2.341257446366133699e-01 8.497338865304377986e-01 3.033245629143881850e+00 2.000000000000000000e+00
2.274779020393380147e-01 8.559521955587594544e-01 1.870956438651024012e+00 1.000000000000000000e+00
2.224447497023312736e-01 8.630433399449403131e-01 1.746614242497946501e+00 1.000000000000000000e+00
2.233460981070030937e-01 8.635744879866101842e-01 1.821363374028512894e+00 2.000000000000000000e+00
2.201954261079578368e-01 8.542296121828030220e-01 1.185048985900329477e+00 1.000000000000000000e+00
2.243589463467229039e-01 8.454874331322844716e-01 1.570404855652063114e+00 2.000000000000000000e+00
2.130712686341358630e-01 8.589801577285318679e-01 1.484082860800083559e+00 1.000000000000000000e+00
2.290844583541299384e-01 8.450872128106877712e-01 2.319739056080648787e+00 1.000000000000000000e+00
2.248855391663739656e-01 8.395019116707562734e-01 1.917261749645764457e+00 1.000000000000000000e+00
2.156222576528372126e-01 8.467394735377858916e-01 7.807454737496053454e-01 2.000000000000000000e+00
2.066103783901348800e-01 8.472553975439166551e-01 9.657397268555834025e-01 2.000000000000000000e+00
2.063966059670422071e-01 8.573339155647639043e-01 1.973968833842692172e+00 1.000000000000000000e+00
2.140746634998116904e-01 8.440837474648374972e-01 6.863771835758736284e-01 1.000000000000000000e+00
2.153775660504284317e-01 8.477581977603146912e-01 7.906570011364618678e-01 1.000000000000000000e+00
2.209930531292901568e-01 8.489900015384862497e-01 1.146578270728623838e+00 3.000000000000000000e+00
2.285042650748148607e-01 8.444797222785953572e-01 2.248965406057228389e+00 1.000000000000000000e+00
2.266009195995344616e-01 8.473974651074301923e-01 1.830136298199525058e+00 2.000000000000000000e+00
2.369777715329971779e-01 8.588245219533428010e-01 3.332459387750904778e+00 1.000000000000000000e+00
2.344337147936677856e-01 8.643727302599227835e-01 2.951186479342132074e+00 1.000000000000000000e+00
2.319609457154207521e-01 8.678977193462250606e-01 2.774350707843324937e+00 1.000000000000000000e+00
2.353727354245862824e-01 8.619145882639546175e-01 3.055988252685620132e+00 1.000000000000000000e+00
2.305393424605866326e-01 8.749999721455300472e-01 3.193932609309726889e+00 1.000000000000000000e+00
2.331001097240804898e-01 8.743053547011019333e-01 3.343947491570725905e+00 1.000000000000000000e+00
2.357729458947747381e-01 8.686483381625588196e-01 3.294543998166247434e+00 1.000000000000000000e+00
2.333598438578090850e-01 8.726456240751505611e-01 3.230447958376058359e+00 1.000000000000000000e+00
2.374213881857958619e-01 8.608442339172459601e-01 3.396603146301731879e+00 1.000000000000000000e+00
2.378109765537702314e-01 8.637169868807708095e-01 3.487320748433330397e+00 2.000000000000000000e+00
2.361419570895374187e-01 8.701167076440291526e-01 3.414998348584990850e+00 1.000000000000000000e+00
2.353869335500277105e-01 8.633649284760563924e-01 3.073225850659205172e+00 1.000000000000000000e+00
2.448995235099275247e-01 8.504406880377823885e-01 5.453161767883343281e+00 2.000000000000000000e+00
2.496965113622375276e-01 8.523689304122900046e-01 6.588528723602013137e+00 2.000000000000000000e+00
2.553952292740391816e-01 8.461994391743838939e-01 8.865040443441593254e+00 1.000000000000000000e+00
2.404481902527020598e-01 8.577444267717465598e-01 4.040444628727624554e+00 2.000000000000000000e+00
2.255316311231390647e-01 8.538639106328985706e-01 1.627070136357193997e+00 1.000000000000000000e+00
2.169701881556475309e-01 8.623998551477928265e-01 1.649524317528717976e+00 1.000000000000000000e+00
2.172891656233941760e-01 8.572161188018008193e-01 1.238510958439379195e+00 1.000000000000000000e+00
2.197882432437925360e-01 8.650443841350644592e-01 1.861265120769056924e+00 1.000000000000000000e+00
2.153912921158969151e-01 8.701302116418163646e-01 2.667727373688343118e+00 3.000000000000000000e+00
2.147536366392854557e-01 8.752837955664209968e-01 3.566490519126228165e+00 1.000000000000000000e+00
2.194147809913504776e-01 8.729268546912087867e-01 2.788951869349452828e+00 2.000000000000000000e+00
2.147748703687667182e-01 8.656440339723766586e-01 2.110459035987306553e+00 2.000000000000000000e+00
2.237175134053376035e-01 8.449456492681616249e-01 1.501089571438974035e+00 1.000000000000000000e+00
2.143362199528223988e-01 8.522555809822722761e-01 9.472491643692888541e-01 1.000000000000000000e+00
2.078714079694721495e-01 8.547525667375733827e-01 1.490851135993116028e+00 1.000000000000000000e+00
2.059488154111381308e-01 8.557503116706010049e-01 1.843447055340857066e+00 4.000000000000000000e+00
2.078371378959057436e-01 8.564844383452746568e-01 1.682114331302529298e+00 1.000000000000000000e+00
2.044027757206248463e-01 8.655361962373626650e-01 3.649492993266475693e+00 1.000000000000000000e+00
2.021738869671397265e-01 8.545861109048193960e-01 2.348287009276660342e+00 1.000000000000000000e+00
2.175901935002899079e-01 8.490891709789407660e-01 9.128330997745931485e-01 1.000000000000000000e+00
2.137873133843486428e-01 8.459504639625688993e-01 7.075579907390812107e-01 4.000000000000000000e+00
2.139998426095152118e-01 8.543504434789601643e-01 1.074963832340591008e+00 2.000000000000000000e+00
2.071425075233346846e-01 8.606151747838619581e-01 2.303255899428638287e+00 1.000000000000000000e+00
2.020017517756882708e-01 8.572125289112858537e-01 2.772433432443718981e+00 1.000000000000000000e+00
2.061877652824323504e-01 8.456880191966190674e-01 8.971258728702702356e-01 1.000000000000000000e+00
2.082085085257718016e-01 8.446905945950916594e-01 7.200313828298545715e-01 1.000000000000000000e+00
2.133410412840621162e-01 8.307032227336660357e-01 9.392700933626376703e-01 2.000000000000000000e+00
2.081736840081550577e-01 8.244501796892708123e-01 8.956953523171526932e-01 1.000000000000000000e+00
2.029934563840024297e-01 8.282069765887771773e-01 6.336162549754092987e-01 1.000000000000000000e+00
1.967380374686093225e-01 8.350195083877886004e-01 1.366884085398370141e+00 1.000000000000000000e+00
1.936419325868509178e-01 8.364253503480691965e-01 2.095874224316477630e+00 1.000000000000000000e+00
2.033449008664028612e-01 8.332580906222002426e-01 6.168553770329318064e-01 1.000000000000000000e+00
2.057634614323102795e-01 8.313316864057691546e-01 5.610656483023294117e-01 1.000000000000000000e+00
2.114944781486707281e-01 8.406575184744032869e-01 5.851229810049691782e-01 1.000000000000000000e+00
2.027952433807149735e-01 8.496844326824859461e-01 1.634215526094777271e+00 1.000000000000000000e+00
1.984330844824716833e-01 8.449533196394422019e-01 1.914432398745739672e+00 2.000000000000000000e+00
1.985311638444195725e-01 8.367212582332862469e-01 1.195081102803827067e+00 1.000000000000000000e+00
2.052043024996536569e-01 8.355509390744423337e-01 5.711157677209885986e-01 2.000000000000000000e+00
2.030591644779602967e-01 8.283628118706647392e-01 6.301435929629483068e-01 1.000000000000000000e+00
2.067146636099908286e-01 8.289157066123588047e-01 6.244488954866792563e-01 1.000000000000000000e+00
2.001493176164326759e-01 8.295621950726475013e-01 7.614848199089185865e-01 1.000000000000000000e+00
2.035482656724180994e-01 8.391392561844520648e-01 7.624257534704877992e-01 1.000000000000000000e+00
1.924552626776174502e-01 8.525226194816476477e-01 4.835335544964807220e+00 1.000000000000000000e+00
1.881280216565765773e-01 8.561927733678418306e-01 7.669208642810538379e+00 2.000000000000000000e+00
2.019312038859789049e-01 8.297629860949189418e-01 6.600411595979062129e-01 1.000000000000000000e+00
2.049346502078933652e-01 8.245425775102162014e-01 7.427008315525185367e-01 1.000000000000000000e+00
2.061279544788184870e-01 8.233544543735624721e-01 8.449965156889444051e-01 3.000000000000000000e+00
2.051745359575068428e-01 8.263349277517341163e-01 6.770280737377237790e-01 1.000000000000000000e+00
2.093595140418822720e-01 8.129156141026897542e-01 2.081160864543539546e+00 1.000000000000000000e+00
1.977317289209977735e-01 8.283620136986956650e-01 9.539512671805012722e-01 1.000000000000000000e+00
1.993087442834156342e-01 8.248468098598844556e-01 8.099638058166438448e-01 1.000000000000000000e+00
2.022111284202968151e-01 8.253056676058490027e-01 7.027744749527471413e-01 1.000000000000000000e+00
2.012660769722637577e-01 8.265472644506106636e-01 7.050881596679090535e-01 1.000000000000000000e+00
2.078089232813341292e-01 8.224449463749615719e-01 1.001750332351683204e+00 1.000000000000000000e+00
2.078102643589470333e-01 8.230500471899929726e-01 9.607206297405147533e-01 3.000000000000000000e+00
2.096938381690238717e-01 8.082996429725326504e-01 2.756123505148163400e+00 3.000000000000000000e+00
2.022071453510390360e-01 8.169371912819904935e-01 1.088399329509184943e+00 1.000000000000000000e+00
1.926777542336313431e-01 8.170603106421852058e-01 1.437994437244372481e+00 1.000000000000000000e+00
2.037660561441944074e-01 8.100930805521405764e-01 1.793212045698126422e+00 2.000000000000000000e+00
1.921183658726960397e-01 8.114649623836101000e-01 1.608296299898696047e+00 1.000000000000000000e+00
1.932379506471018915e-01 8.140349042850083539e-01 1.438256860368021028e+00 2.000000000000000000e+00
1.908830155272534523e-01 8.170113818745164957e-01 1.669821704081626779e+00 1.000000000000000000e+00
1.864169559922935204e-01 8.161643656621629939e-01 2.476238555842218858e+00 2.000000000000000000e+00
1.819874456781068461e-01 8.144980483103073654e-01 3.588256528205100437e+00 1.000000000000000000e+00
1.748752666461213523e-01 8.231902627328472333e-01 7.788475731248771794e+00 2.000000000000000000e+00
1.758360801303235077e-01 8.263406052095887411e-01 7.812555636696747463e+00 1.000000000000000000e+00
1.863842683380894372e-01 8.148145436534419694e-01 2.443960593355208211e+00 1.000000000000000000e+00
1.870924802275183707e-01 8.200421623285761852e-01 2.478478436430379794e+00 2.000000000000000000e+00
1.873261828475038526e-01 8.216880259262676622e-01 2.513448634268840909e+00 1.000000000000000000e+00
1.993515996740275742e-01 8.258259308180339042e-01 8.010173086981065005e-01 1.000000000000000000e+00
1.888029261740588605e-01 8.286885010306636046e-01 2.629701232650961451e+00 1.000000000000000000e+00
2.039552592735326131e-01 8.262712902058756415e-01 6.659064506072429612e-01 1.000000000000000000e+00
1.940474720359183503e-01 8.360203957888372450e-01 1.967635321665365034e+00 2.000000000000000000e+00
1.947648083086969406e-01 8.390881150199797078e-01 2.095505248804839571e+00 2.000000000000000000e+00
2.020315501100553301e-01 8.371717559850184731e-01 8.089370809106694038e-01 1.000000000000000000e+00
2.124864570959650867e-01 8.205669830835635725e-01 1.634465950041771976e+00 1.000000000000000000e+00
1.915968141621038900e-01 8.341702344831106730e-01 2.386581664799755753e+00 1.000000000000000000e+00
2.074227568967394741e-01 8.141978220901194829e-01 1.701809104399527817e+00 3.000000000000000000e+00
2.003946057810681580e-01 8.271367325046623531e-01 7.366707466968889229e-01 1.000000000000000000e+00
2.030214365966367396e-01 8.177417586960666895e-01 1.062277289716676565e+00 1.000000000000000000e+00
1.897594721640337156e-01 8.377676053129859968e-01 3.338861841035207778e+00 1.000000000000000000e+00
1.934987887422495167e-01 8.486595903314301248e-01 3.744783536940230029e+00 1.000000000000000000e+00
1.928751348635632246e-01 8.557773946808293619e-01 5.349744959818806933e+00 1.000000000000000000e+00
1.958301375791526022e-01 8.466293051630987554e-01 2.734403807317374202e+00 2.000000000000000000e+00
1.871946481128242412e-01 8.466165076820875157e-01 5.870266806259869519e+00 2.000000000000000000e+00
1.866381377861242030e-01 8.469849110454777952e-01 6.214332728261001471e+00 1.000000000000000000e+00
1.951068225172837012e-01 8.362812683085526499e-01 1.761258856457703192e+00 1.000000000000000000e+00
2.001681955955601500e-01 8.257055412328113686e-01 7.575176380687828059e-01 1.000000000000000000e+00
1.985367825724661806e-01 8.253581071995927942e-01 8.559006490002875056e-01 1.000000000000000000e+00
1.998962575545556453e-01 8.235652086037265063e-01 8.005693160337741254e-01 1.000000000000000000e+00
2.042650804577709478e-01 8.181045383829108619e-01 1.092490056454837877e+00 1.000000000000000000e+00
1.987072812828205859e-01 8.329557495161415970e-01 9.827739477608663510e-01 1.000000000000000000e+00
2.113427784098429463e-01 8.267822650281935193e-01 9.920504255878381805e-01 2.000000000000000000e+00
2.066388116639730488e-01 8.361966528815021338e-01 5.419019329866385792e-01 1.000000000000000000e+00
2.034556772531463664e-01 8.443544645031815232e-01 1.069197719900877308e+00 1.000000000000000000e+00
2.034754511652878683e-01 8.412528672695771537e-01 8.710696051858780597e-01 3.000000000000000000e+00
2.126746977117855708e-01 8.231534388651090550e-01 1.412327072970810393e+00 1.000000000000000000e+00
2.168395846647201697e-01 8.335653373220379692e-01 1.144613581264457336e+00 1.000000000000000000e+00
2.213394974011158034e-01 8.307805574556614836e-01 1.987531169126287134e+00 1.000000000000000000e+00
2.136637704597686427e-01 8.298253743521192272e-01 1.020927372822888923e+00 2.000000000000000000e+00
2.207261823473738727e-01 8.246196710885388415e-01 2.511683025104743727e+00 1.000000000000000000e+00
2.283213315982260405e-01 8.288765008854550587e-01 3.571127723437169443e+00 2.000000000000000000e+00
2.251067543477667243e-01 8.305265287844698641e-01 2.700030029293164269e+00 2.000000000000000000e+00
2.203137535218880616e-01 8.329685649129934255e-01 1.645182120662338487e+00 1.000000000000000000e+00
2.212596485811257896e-01 8.421781265668110139e-01 1.277578561706305349e+00 2.000000000000000000e+00
2.215834173708829402e-01 8.377793533673657533e-01 1.515929911091233651e+00 2.000000000000000000e+00
2.148832800789521047e-01 8.407187835465863568e-01 7.268665306700556883e-01 1.000000000000000000e+00
2.117012297818088584e-01 8.466476690228085245e-01 7.118139499002842374e-01 1.000000000000000000e+00
2.128595683375317515e-01 8.540144400770625088e-01 1.081331514148378581e+00 1.000000000000000000e+00
2.210032716513497530e-01 8.445075981673927368e-01 1.186554243822894206e+00 1.000000000000000000e+00
2.179476532194303540e-01 8.547910764903110525e-01 1.114806977365385698e+00 1.000000000000000000e+00
2.115479161654415796e-01 8.517947707760925580e-01 9.770591571451595625e-01 1.000000000000000000e+00
2.093602504756425231e-01 8.585198642486672194e-01 1.737956963120992127e+00 1.000000000000000000e+00
2.057504843644280546e-01 8.600502198142326860e-01 2.451066820461155427e+00 2.000000000000000000e+00
2.128703936428255616e-01 8.524929276204878947e-01 9.807512941780338611e-01 2.000000000000000000e+00
2.093595128860364918e-01 8.524559495349093297e-01 1.145029018926225106e+00 1.000000000000000000e+00
2.151987435892344924e-01 8.491856973996827485e-01 8.264597894381248144e-01 1.000000000000000000e+00
